epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
105,362.581,0.77655,2.78153,0.25463,0.3613,0.88461,0.94662,0.92857,0.96944,0.78291,0.80411,0.82143,0.79955,0.51442,0.96717,3.79317,0.24273,0.49072,1.25958,0.000255874,0.000255874,0.000255874
106,366.197,0.81195,2.78701,0.25753,0.35241,0.91518,0.91832,0.92857,0.96656,0.78045,0.77476,0.73214,0.71765,0.46336,0.9416,3.87598,0.24507,0.52587,1.25819,0.00025545,0.00025545,0.00025545
107,369.42,0.78858,2.73913,0.26428,0.35623,0.96189,0.86529,0.94643,0.96614,0.77617,0.85714,0.67857,0.70708,0.47577,0.97854,3.72355,0.24506,0.51627,1.31866,0.000255026,0.000255026,0.000255026
108,372.585,0.77698,2.87208,0.26735,0.34227,0.87376,0.98037,0.89192,0.97292,0.76816,0.80321,0.64286,0.68286,0.48154,0.99859,3.82758,0.24319,0.53361,1.31588,0.000254601,0.000254601,0.000254601
109,375.841,0.71459,2.85623,0.25504,0.32733,0.90562,0.92936,0.9398,0.97511,0.77413,0.82754,0.69643,0.70911,0.45215,0.96441,3.86636,0.24017,0.4976,1.33394,0.000254177,0.000254177,0.000254177
110,379.096,0.88545,2.86583,0.27023,0.35808,0.95946,0.94672,0.95203,0.98056,0.77759,0.7764,0.76786,0.74129,0.48589,0.9775,3.92722,0.2394,0.46644,1.30725,0.000253753,0.000253753,0.000253753
111,382.341,0.7561,2.80206,0.25599,0.32878,0.85547,0.90732,0.94643,0.95204,0.77032,0.79306,0.71429,0.7097,0.48336,0.97471,3.82986,0.24116,0.50518,1.25942,0.000253329,0.000253329,0.000253329
112,385.591,0.76542,2.77918,0.25704,0.32979,0.88415,0.91397,0.94858,0.9692,0.75401,0.79494,0.76157,0.73067,0.45794,1.01278,3.8526,0.24171,0.53893,1.27172,0.000252904,0.000252904,0.000252904
113,388.864,0.79283,2.71328,0.25722,0.3387,0.90135,0.89926,0.96429,0.94681,0.72656,0.7639,0.76786,0.72425,0.46942,1.00699,3.77413,0.24144,0.506,1.25863,0.00025248,0.00025248,0.00025248
114,392.082,0.79862,2.66807,0.25905,0.33079,0.84982,0.88314,0.94466,0.96018,0.76241,0.8186,0.75,0.7658,0.47782,0.9736,3.84515,0.24063,0.47161,1.23198,0.000252056,0.000252056,0.000252056
115,395.263,0.70459,2.65574,0.25786,0.31475,0.89178,0.88691,0.94643,0.96985,0.77495,0.81798,0.73214,0.75312,0.47542,0.93719,3.90449,0.24072,0.44699,1.24509,0.000251631,0.000251631,0.000251631
116,398.487,0.81779,2.70331,0.25643,0.33412,0.85057,0.98887,0.85714,0.96572,0.76494,0.78766,0.67857,0.6978,0.47494,0.95662,4.00401,0.23824,0.49949,1.29068,0.000251207,0.000251207,0.000251207
